Ten-Year Age Groups Code,Year Code,UCD - Drug/Alcohol Induced Cause,Gender,Occurrence State,Deaths
35-44,2018,Drug poisonings (overdose) Unintentional,Male,Virginia,243
35-44,2018,Drug poisonings (overdose) Unintentional,Male,Washington,140
35-44,2018,Drug poisonings (overdose) Unintentional,Male,West Virginia,159
35-44,2018,Drug poisonings (overdose) Unintentional,Male,Wisconsin,144
35-44,2018,Drug poisonings (overdose) Suicide,Female,Arizona,17
35-44,2018,Drug poisonings (overdose) Suicide,Female,California,40
35-44,2018,Drug poisonings (overdose) Suicide,Female,Colorado,19
35-44,2018,Drug poisonings (overdose) Suicide,Female,Florida,21
35-44,2018,Drug poisonings (overdose) Suicide,Female,Georgia,18
35-44,2018,Drug poisonings (overdose) Suicide,Female,Illinois,22
35-44,2018,Drug poisonings (overdose) Suicide,Female,Michigan,12
35-44,2018,Drug poisonings (overdose) Suicide,Female,New York,12
35-44,2018,Drug poisonings (overdose) Suicide,Female,North Carolina,20
35-44,2018,Drug poisonings (overdose) Suicide,Female,Ohio,10
35-44,2018,Drug poisonings (overdose) Suicide,Female,Pennsylvania,31
35-44,2018,Drug poisonings (overdose) Suicide,Female,Texas,23
35-44,2018,Drug poisonings (overdose) Suicide,Female,Utah,14
35-44,2018,Drug poisonings (overdose) Suicide,Female,Virginia,11
35-44,2018,Drug poisonings (overdose) Suicide,Female,Wisconsin,11
35-44,2018,Drug poisonings (overdose) Suicide,Male,Arizona,10
35-44,2018,Drug poisonings (overdose) Suicide,Male,California,34
35-44,2018,Drug poisonings (overdose) Suicide,Male,Colorado,12
35-44,2018,Drug poisonings (overdose) Suicide,Male,Florida,30
35-44,2018,Drug poisonings (overdose) Suicide,Male,Illinois,14
35-44,2018,Drug poisonings (overdose) Suicide,Male,Michigan,10
35-44,2018,Drug poisonings (overdose) Suicide,Male,North Carolina,10
35-44,2018,Drug poisonings (overdose) Suicide,Male,Ohio,12
35-44,2018,Drug poisonings (overdose) Suicide,Male,Pennsylvania,13
35-44,2018,Drug poisonings (overdose) Suicide,Male,Texas,23
35-44,2018,Drug poisonings (overdose) Suicide,Male,Virginia,11
35-44,2018,Drug poisonings (overdose) Suicide,Male,Wisconsin,10
35-44,2018,Drug poisonings (overdose) Undetermined,Female,Illinois,12
35-44,2018,Drug poisonings (overdose) Undetermined,Female,Louisiana,12
35-44,2018,Drug poisonings (overdose) Undetermined,Female,Maryland,106
35-44,2018,Drug poisonings (overdose) Undetermined,Female,Michigan,17
35-44,2018,Drug poisonings (overdose) Undetermined,Female,New York,14
35-44,2018,Drug poisonings (overdose) Undetermined,Male,Indiana,15
35-44,2018,Drug poisonings (overdose) Undetermined,Male,Louisiana,16
35-44,2018,Drug poisonings (overdose) Undetermined,Male,Maryland,276
35-44,2018,Drug poisonings (overdose) Undetermined,Male,Michigan,45
35-44,2018,Drug poisonings (overdose) Undetermined,Male,New York,23
35-44,2018,All other drug-induced causes,Female,California,19
35-44,2018,All other drug-induced causes,Female,Florida,27
35-44,2018,All other drug-induced causes,Female,Kentucky,10
35-44,2018,All other drug-induced causes,Female,Massachusetts,16
35-44,2018,All other drug-induced causes,Female,Michigan,23
35-44,2018,All other drug-induced causes,Female,New York,14
35-44,2018,All other drug-induced causes,Female,Ohio,20
35-44,2018,All other drug-induced causes,Female,Tennessee,14
35-44,2018,All other drug-induced causes,Female,Texas,11
35-44,2018,All other drug-induced causes,Female,Washington,10
35-44,2018,All other drug-induced causes,Male,Arizona,11
35-44,2018,All other drug-induced causes,Male,California,42
35-44,2018,All other drug-induced causes,Male,Florida,34
35-44,2018,All other drug-induced causes,Male,Georgia,10
35-44,2018,All other drug-induced causes,Male,Kentucky,17
35-44,2018,All other drug-induced causes,Male,Massachusetts,19
35-44,2018,All other drug-induced causes,Male,Michigan,43
35-44,2018,All other drug-induced causes,Male,New York,27
35-44,2018,All other drug-induced causes,Male,Ohio,20
35-44,2018,All other drug-induced causes,Male,Pennsylvania,18
35-44,2018,All other drug-induced causes,Male,Tennessee,12
35-44,2018,All other drug-induced causes,Male,Texas,14
35-44,2018,All other drug-induced causes,Male,Washington,18
35-44,2018,All other drug-induced causes,Male,West Virginia,13
35-44,2018,Alcohol poisonings (overdose),Female,California,13
35-44,2018,Alcohol poisonings (overdose),Female,Texas,11
35-44,2018,Alcohol poisonings (overdose),Male,Arizona,18
35-44,2018,Alcohol poisonings (overdose),Male,California,51
35-44,2018,Alcohol poisonings (overdose),Male,Colorado,13
35-44,2018,Alcohol poisonings (overdose),Male,Florida,21
35-44,2018,Alcohol poisonings (overdose),Male,Illinois,16
35-44,2018,Alcohol poisonings (overdose),Male,Indiana,11
35-44,2018,Alcohol poisonings (overdose),Male,Michigan,10
35-44,2018,Alcohol poisonings (overdose),Male,New Jersey,11
35-44,2018,Alcohol poisonings (overdose),Male,New Mexico,15
35-44,2018,Alcohol poisonings (overdose),Male,New York,22
35-44,2018,Alcohol poisonings (overdose),Male,Ohio,12
35-44,2018,Alcohol poisonings (overdose),Male,Pennsylvania,11
35-44,2018,Alcohol poisonings (overdose),Male,Texas,21
35-44,2018,All other alcohol-induced causes,Female,Alabama,14
35-44,2018,All other alcohol-induced causes,Female,Arizona,55
35-44,2018,All other alcohol-induced causes,Female,Arkansas,11
35-44,2018,All other alcohol-induced causes,Female,California,158
35-44,2018,All other alcohol-induced causes,Female,Colorado,38
35-44,2018,All other alcohol-induced causes,Female,Florida,79
35-44,2018,All other alcohol-induced causes,Female,Georgia,31
35-44,2018,All other alcohol-induced causes,Female,Illinois,34
35-44,2018,All other alcohol-induced causes,Female,Indiana,31
35-44,2018,All other alcohol-induced causes,Female,Iowa,15
35-44,2018,All other alcohol-induced causes,Female,Kansas,12
35-44,2018,All other alcohol-induced causes,Female,Kentucky,16
35-44,2018,All other alcohol-induced causes,Female,Louisiana,20
35-44,2018,All other alcohol-induced causes,Female,Maryland,19
35-44,2018,All other alcohol-induced causes,Female,Massachusetts,25
35-44,2018,All other alcohol-induced causes,Female,Michigan,48
35-44,2018,All other alcohol-induced causes,Female,Minnesota,29
35-44,2018,All other alcohol-induced causes,Female,Missouri,28
35-44,2018,All other alcohol-induced causes,Female,Nevada,16
35-44,2018,All other alcohol-induced causes,Female,New Jersey,11
35-44,2018,All other alcohol-induced causes,Female,New Mexico,41
35-44,2018,All other alcohol-induced causes,Female,New York,46
35-44,2018,All other alcohol-induced causes,Female,North Carolina,47
35-44,2018,All other alcohol-induced causes,Female,North Dakota,10
35-44,2018,All other alcohol-induced causes,Female,Ohio,34
35-44,2018,All other alcohol-induced causes,Female,Oklahoma,26
35-44,2018,All other alcohol-induced causes,Female,Oregon,26
35-44,2018,All other alcohol-induced causes,Female,Pennsylvania,27
35-44,2018,All other alcohol-induced causes,Female,South Carolina,13
35-44,2018,All other alcohol-induced causes,Female,Tennessee,32
35-44,2018,All other alcohol-induced causes,Female,Texas,63
35-44,2018,All other alcohol-induced causes,Female,Utah,17
35-44,2018,All other alcohol-induced causes,Female,Virginia,14
35-44,2018,All other alcohol-induced causes,Female,Washington,40
35-44,2018,All other alcohol-induced causes,Female,Wisconsin,17
35-44,2018,All other alcohol-induced causes,Male,Alabama,17
35-44,2018,All other alcohol-induced causes,Male,Arizona,80
35-44,2018,All other alcohol-induced causes,Male,Arkansas,22
35-44,2018,All other alcohol-induced causes,Male,California,376
35-44,2018,All other alcohol-induced causes,Male,Colorado,86
35-44,2018,All other alcohol-induced causes,Male,Connecticut,17
35-44,2018,All other alcohol-induced causes,Male,Florida,121
35-44,2018,All other alcohol-induced causes,Male,Georgia,57
35-44,2018,All other alcohol-induced causes,Male,Idaho,15
35-44,2018,All other alcohol-induced causes,Male,Illinois,85
35-44,2018,All other alcohol-induced causes,Male,Indiana,49
35-44,2018,All other alcohol-induced causes,Male,Iowa,25
35-44,2018,All other alcohol-induced causes,Male,Kansas,19
35-44,2018,All other alcohol-induced causes,Male,Kentucky,29
35-44,2018,All other alcohol-induced causes,Male,Louisiana,19
35-44,2018,All other alcohol-induced causes,Male,Maryland,19
35-44,2018,All other alcohol-induced causes,Male,Massachusetts,47
35-44,2018,All other alcohol-induced causes,Male,Michigan,60
35-44,2018,All other alcohol-induced causes,Male,Minnesota,44
35-44,2018,All other alcohol-induced causes,Male,Mississippi,12
35-44,2018,All other alcohol-induced causes,Male,Missouri,42
35-44,2018,All other alcohol-induced causes,Male,Nebraska,30
35-44,2018,All other alcohol-induced causes,Male,Nevada,45
35-44,2018,All other alcohol-induced causes,Male,New Jersey,44
35-44,2018,All other alcohol-induced causes,Male,New Mexico,73
35-44,2018,All other alcohol-induced causes,Male,New York,121
35-44,2018,All other alcohol-induced causes,Male,North Carolina,76
35-44,2018,All other alcohol-induced causes,Male,North Dakota,11
35-44,2018,All other alcohol-induced causes,Male,Ohio,70
35-44,2018,All other alcohol-induced causes,Male,Oklahoma,51
35-44,2018,All other alcohol-induced causes,Male,Oregon,36
35-44,2018,All other alcohol-induced causes,Male,Pennsylvania,41
35-44,2018,All other alcohol-induced causes,Male,Rhode Island,10
35-44,2018,All other alcohol-induced causes,Male,South Carolina,26
35-44,2018,All other alcohol-induced causes,Male,Tennessee,67
35-44,2018,All other alcohol-induced causes,Male,Texas,191
35-44,2018,All other alcohol-induced causes,Male,Utah,35
35-44,2018,All other alcohol-induced causes,Male,Virginia,37
35-44,2018,All other alcohol-induced causes,Male,Washington,70
35-44,2018,All other alcohol-induced causes,Male,Wisconsin,54
35-44,2018,All other alcohol-induced causes,Male,Wyoming,11
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Alabama,60
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Arizona,93
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Arkansas,27
35-44,2019,Drug poisonings (overdose) Unintentional,Female,California,258
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Colorado,71
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Connecticut,63
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Delaware,28
35-44,2019,Drug poisonings (overdose) Unintentional,Female,District of Columbia,15
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Florida,374
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Georgia,96
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Idaho,17
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Illinois,165
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Indiana,140
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Iowa,19
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Kansas,25
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Kentucky,126
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Louisiana,121
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Maine,25
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Maryland,30
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Massachusetts,127
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Michigan,137
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Minnesota,42
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Mississippi,34
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Missouri,113
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Montana,12
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Nebraska,13
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Nevada,45
35-44,2019,Drug poisonings (overdose) Unintentional,Female,New Hampshire,23
35-44,2019,Drug poisonings (overdose) Unintentional,Female,New Jersey,140
35-44,2019,Drug poisonings (overdose) Unintentional,Female,New Mexico,48
35-44,2019,Drug poisonings (overdose) Unintentional,Female,New York,182
35-44,2019,Drug poisonings (overdose) Unintentional,Female,North Carolina,149
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Ohio,360
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Oklahoma,34
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Oregon,31
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Pennsylvania,310
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Rhode Island,15
35-44,2019,Drug poisonings (overdose) Unintentional,Female,South Carolina,89
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Tennessee,157
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Texas,183
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Utah,42
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Virginia,119
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Washington,68
35-44,2019,Drug poisonings (overdose) Unintentional,Female,West Virginia,79
35-44,2019,Drug poisonings (overdose) Unintentional,Female,Wisconsin,80
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Alabama,117
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Alaska,23
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Arizona,270
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Arkansas,44
35-44,2019,Drug poisonings (overdose) Unintentional,Male,California,799
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Colorado,143
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Connecticut,241
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Delaware,75
35-44,2019,Drug poisonings (overdose) Unintentional,Male,District of Columbia,46
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Florida,991
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Georgia,199
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Hawaii,31
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Idaho,30
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Illinois,445
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Indiana,280
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Iowa,44
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Kansas,46
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Kentucky,239
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Louisiana,225
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Maine,69
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Maryland,96
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Massachusetts,412
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Michigan,324
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Minnesota,92
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Mississippi,64
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Missouri,278
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Montana,22
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Nevada,81
35-44,2019,Drug poisonings (overdose) Unintentional,Male,New Hampshire,71
35-44,2019,Drug poisonings (overdose) Unintentional,Male,New Jersey,478
35-44,2019,Drug poisonings (overdose) Unintentional,Male,New Mexico,99
35-44,2019,Drug poisonings (overdose) Unintentional,Male,New York,550
35-44,2019,Drug poisonings (overdose) Unintentional,Male,North Carolina,375
35-44,2019,Drug poisonings (overdose) Unintentional,Male,North Dakota,13
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Ohio,778
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Oklahoma,86
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Oregon,72
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Pennsylvania,769
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Rhode Island,61
35-44,2019,Drug poisonings (overdose) Unintentional,Male,South Carolina,186
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Tennessee,324
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Texas,455
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Utah,78
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Vermont,19
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Virginia,235
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Washington,161
35-44,2019,Drug poisonings (overdose) Unintentional,Male,West Virginia,160
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Wisconsin,191
35-44,2019,Drug poisonings (overdose) Unintentional,Male,Wyoming,14
35-44,2019,Drug poisonings (overdose) Suicide,Female,Arizona,12
35-44,2019,Drug poisonings (overdose) Suicide,Female,California,25
35-44,2019,Drug poisonings (overdose) Suicide,Female,Colorado,11
35-44,2019,Drug poisonings (overdose) Suicide,Female,Florida,24
35-44,2019,Drug poisonings (overdose) Suicide,Female,Georgia,13
35-44,2019,Drug poisonings (overdose) Suicide,Female,Illinois,16
35-44,2019,Drug poisonings (overdose) Suicide,Female,Michigan,13
35-44,2019,Drug poisonings (overdose) Suicide,Female,Minnesota,11
35-44,2019,Drug poisonings (overdose) Suicide,Female,New York,13
35-44,2019,Drug poisonings (overdose) Suicide,Female,North Carolina,20
35-44,2019,Drug poisonings (overdose) Suicide,Female,Ohio,15
35-44,2019,Drug poisonings (overdose) Suicide,Female,Pennsylvania,12
35-44,2019,Drug poisonings (overdose) Suicide,Female,Texas,34
35-44,2019,Drug poisonings (overdose) Suicide,Female,Utah,10
35-44,2019,Drug poisonings (overdose) Suicide,Female,Virginia,15
35-44,2019,Drug poisonings (overdose) Suicide,Female,Washington,14
35-44,2019,Drug poisonings (overdose) Suicide,Male,California,39
35-44,2019,Drug poisonings (overdose) Suicide,Male,Colorado,14
35-44,2019,Drug poisonings (overdose) Suicide,Male,Florida,12
35-44,2019,Drug poisonings (overdose) Suicide,Male,Georgia,10
35-44,2019,Drug poisonings (overdose) Suicide,Male,Illinois,10
35-44,2019,Drug poisonings (overdose) Suicide,Male,Minnesota,12
35-44,2019,Drug poisonings (overdose) Suicide,Male,New York,17
35-44,2019,Drug poisonings (overdose) Suicide,Male,Ohio,10
35-44,2019,Drug poisonings (overdose) Suicide,Male,Pennsylvania,11
35-44,2019,Drug poisonings (overdose) Suicide,Male,Texas,19
35-44,2019,Drug poisonings (overdose) Suicide,Male,Wisconsin,10
35-44,2019,Drug poisonings (overdose) Undetermined,Female,Indiana,12
35-44,2019,Drug poisonings (overdose) Undetermined,Female,Maryland,105
35-44,2019,Drug poisonings (overdose) Undetermined,Female,Michigan,25
35-44,2019,Drug poisonings (overdose) Undetermined,Female,New York,13
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Arizona,14
35-44,2019,Drug poisonings (overdose) Undetermined,Male,California,10
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Indiana,17
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Louisiana,17
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Maryland,301
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Michigan,34
35-44,2019,Drug poisonings (overdose) Undetermined,Male,New York,16
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Pennsylvania,12
35-44,2019,Drug poisonings (overdose) Undetermined,Male,Texas,12
35-44,2019,All other drug-induced causes,Female,California,25
35-44,2019,All other drug-induced causes,Female,Florida,29
35-44,2019,All other drug-induced causes,Female,Kentucky,12
35-44,2019,All other drug-induced causes,Female,Massachusetts,11
35-44,2019,All other drug-induced causes,Female,Michigan,22
35-44,2019,All other drug-induced causes,Female,New York,12
35-44,2019,All other drug-induced causes,Female,Ohio,20
35-44,2019,All other drug-induced causes,Female,Tennessee,13
35-44,2019,All other drug-induced causes,Female,Texas,14
35-44,2019,All other drug-induced causes,Male,Alabama,10
35-44,2019,All other drug-induced causes,Male,Arizona,16
35-44,2019,All other drug-induced causes,Male,California,54
35-44,2019,All other drug-induced causes,Male,Florida,38
35-44,2019,All other drug-induced causes,Male,Georgia,12
35-44,2019,All other drug-induced causes,Male,Kentucky,21
35-44,2019,All other drug-induced causes,Male,Massachusetts,14
35-44,2019,All other drug-induced causes,Male,Michigan,23
35-44,2019,All other drug-induced causes,Male,New York,19
35-44,2019,All other drug-induced causes,Male,North Carolina,14
35-44,2019,All other drug-induced causes,Male,Ohio,26
35-44,2019,All other drug-induced causes,Male,Oregon,11
35-44,2019,All other drug-induced causes,Male,Pennsylvania,13
35-44,2019,All other drug-induced causes,Male,Tennessee,24
35-44,2019,All other drug-induced causes,Male,Texas,31
35-44,2019,All other drug-induced causes,Male,Virginia,13
35-44,2019,All other drug-induced causes,Male,Washington,15
35-44,2019,Alcohol poisonings (overdose),Female,California,12
35-44,2019,Alcohol poisonings (overdose),Male,Arizona,19
35-44,2019,Alcohol poisonings (overdose),Male,California,49
35-44,2019,Alcohol poisonings (overdose),Male,Florida,17
35-44,2019,Alcohol poisonings (overdose),Male,Georgia,11
35-44,2019,Alcohol poisonings (overdose),Male,Illinois,13
35-44,2019,Alcohol poisonings (overdose),Male,Indiana,11
35-44,2019,Alcohol poisonings (overdose),Male,Maryland,11
35-44,2019,Alcohol poisonings (overdose),Male,Michigan,17
35-44,2019,Alcohol poisonings (overdose),Male,New Jersey,13
35-44,2019,Alcohol poisonings (overdose),Male,New Mexico,14
35-44,2019,Alcohol poisonings (overdose),Male,New York,13
35-44,2019,Alcohol poisonings (overdose),Male,North Carolina,11
35-44,2019,Alcohol poisonings (overdose),Male,Ohio,14
35-44,2019,Alcohol poisonings (overdose),Male,Texas,29
35-44,2019,All other alcohol-induced causes,Female,Alabama,14
35-44,2019,All other alcohol-induced causes,Female,Alaska,11
35-44,2019,All other alcohol-induced causes,Female,Arizona,52
35-44,2019,All other alcohol-induced causes,Female,Arkansas,23
35-44,2019,All other alcohol-induced causes,Female,California,170
35-44,2019,All other alcohol-induced causes,Female,Colorado,51
35-44,2019,All other alcohol-induced causes,Female,Connecticut,10
35-44,2019,All other alcohol-induced causes,Female,Florida,77
35-44,2019,All other alcohol-induced causes,Female,Georgia,38
35-44,2019,All other alcohol-induced causes,Female,Illinois,53
35-44,2019,All other alcohol-induced causes,Female,Indiana,25
35-44,2019,All other alcohol-induced causes,Female,Iowa,10
35-44,2019,All other alcohol-induced causes,Female,Kansas,14
35-44,2019,All other alcohol-induced causes,Female,Kentucky,19
35-44,2019,All other alcohol-induced causes,Female,Louisiana,14
35-44,2019,All other alcohol-induced causes,Female,Maryland,11
35-44,2019,All other alcohol-induced causes,Female,Massachusetts,25
35-44,2019,All other alcohol-induced causes,Female,Michigan,40
35-44,2019,All other alcohol-induced causes,Female,Minnesota,37
35-44,2019,All other alcohol-induced causes,Female,Mississippi,10
35-44,2019,All other alcohol-induced causes,Female,Missouri,28
35-44,2019,All other alcohol-induced causes,Female,Montana,21
35-44,2019,All other alcohol-induced causes,Female,Nebraska,11
35-44,2019,All other alcohol-induced causes,Female,Nevada,27
35-44,2019,All other alcohol-induced causes,Female,New Jersey,12
35-44,2019,All other alcohol-induced causes,Female,New Mexico,43
35-44,2019,All other alcohol-induced causes,Female,New York,39
35-44,2019,All other alcohol-induced causes,Female,North Carolina,49
35-44,2019,All other alcohol-induced causes,Female,Ohio,39
35-44,2019,All other alcohol-induced causes,Female,Oklahoma,25
35-44,2019,All other alcohol-induced causes,Female,Oregon,33
35-44,2019,All other alcohol-induced causes,Female,Pennsylvania,43
35-44,2019,All other alcohol-induced causes,Female,South Carolina,17
35-44,2019,All other alcohol-induced causes,Female,South Dakota,15
35-44,2019,All other alcohol-induced causes,Female,Tennessee,32
35-44,2019,All other alcohol-induced causes,Female,Texas,95
35-44,2019,All other alcohol-induced causes,Female,Utah,18
35-44,2019,All other alcohol-induced causes,Female,Virginia,25
35-44,2019,All other alcohol-induced causes,Female,Washington,33
35-44,2019,All other alcohol-induced causes,Female,Wisconsin,28
35-44,2019,All other alcohol-induced causes,Male,Alabama,28
35-44,2019,All other alcohol-induced causes,Male,Alaska,12
35-44,2019,All other alcohol-induced causes,Male,Arizona,108
35-44,2019,All other alcohol-induced causes,Male,Arkansas,23
35-44,2019,All other alcohol-induced causes,Male,California,385
35-44,2019,All other alcohol-induced causes,Male,Colorado,104
35-44,2019,All other alcohol-induced causes,Male,Connecticut,19
35-44,2019,All other alcohol-induced causes,Male,Florida,155
35-44,2019,All other alcohol-induced causes,Male,Georgia,67
35-44,2019,All other alcohol-induced causes,Male,Idaho,21
35-44,2019,All other alcohol-induced causes,Male,Illinois,87
35-44,2019,All other alcohol-induced causes,Male,Indiana,54
35-44,2019,All other alcohol-induced causes,Male,Iowa,34
35-44,2019,All other alcohol-induced causes,Male,Kansas,23
35-44,2019,All other alcohol-induced causes,Male,Kentucky,37
35-44,2019,All other alcohol-induced causes,Male,Louisiana,15
35-44,2019,All other alcohol-induced causes,Male,Maryland,28
35-44,2019,All other alcohol-induced causes,Male,Massachusetts,48
35-44,2019,All other alcohol-induced causes,Male,Michigan,74
35-44,2019,All other alcohol-induced causes,Male,Minnesota,45
35-44,2019,All other alcohol-induced causes,Male,Mississippi,17
35-44,2019,All other alcohol-induced causes,Male,Missouri,51
35-44,2019,All other alcohol-induced causes,Male,Montana,18
35-44,2019,All other alcohol-induced causes,Male,Nebraska,22
35-44,2019,All other alcohol-induced causes,Male,Nevada,38
35-44,2019,All other alcohol-induced causes,Male,New Hampshire,19
35-44,2019,All other alcohol-induced causes,Male,New Jersey,47
35-44,2019,All other alcohol-induced causes,Male,New Mexico,81
35-44,2019,All other alcohol-induced causes,Male,New York,137
35-44,2019,All other alcohol-induced causes,Male,North Carolina,72
35-44,2019,All other alcohol-induced causes,Male,North Dakota,16
35-44,2019,All other alcohol-induced causes,Male,Ohio,75
35-44,2019,All other alcohol-induced causes,Male,Oklahoma,50
35-44,2019,All other alcohol-induced causes,Male,Oregon,53
35-44,2019,All other alcohol-induced causes,Male,Pennsylvania,54
35-44,2019,All other alcohol-induced causes,Male,Rhode Island,13
35-44,2019,All other alcohol-induced causes,Male,South Carolina,35
35-44,2019,All other alcohol-induced causes,Male,South Dakota,12
35-44,2019,All other alcohol-induced causes,Male,Tennessee,67
35-44,2019,All other alcohol-induced causes,Male,Texas,205
35-44,2019,All other alcohol-induced causes,Male,Utah,35
35-44,2019,All other alcohol-induced causes,Male,Virginia,57
35-44,2019,All other alcohol-induced causes,Male,Washington,74
35-44,2019,All other alcohol-induced causes,Male,West Virginia,18
35-44,2019,All other alcohol-induced causes,Male,Wisconsin,56
35-44,2019,All other alcohol-induced causes,Male,Wyoming,22
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Alabama,81
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Alaska,10
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Arizona,138
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Arkansas,46
35-44,2020,Drug poisonings (overdose) Unintentional,Female,California,382
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Colorado,94
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Connecticut,85
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Delaware,45
35-44,2020,Drug poisonings (overdose) Unintentional,Female,District of Columbia,13
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Florida,535
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Georgia,156
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Hawaii,14
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Idaho,22
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Illinois,227
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Indiana,164
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Iowa,19
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Kansas,36
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Kentucky,144
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Louisiana,168
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Maine,42
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Maryland,50
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Massachusetts,172
35-44,2020,Drug poisonings (overdose) Unintentional,Female,Michigan,207
